Complaint_Text,Standardized_Complaint,Category,Sentiment,Priority,Village,Date,Pincode,lang
Road conditions are very poor and dangerous.,other_issue,Sanitation,Negative,Medium,Katphal,02-09-2024,413111,en
No water supply in the village since several days.,no_water_supply,Water,Neutral,High,Morgaon,27-04-2024,413304,en
Marathi complaint - needs translation,other_issue,Education,Neutral,Low,Malegaon,29-09-2024,413115,en
Sanitation facilities are not adequate in the village.,other_issue,Electricity,Negative,High,Baramati,12-09-2025,413102,en
School building is damaged and unsafe.,other_issue,Education,Negative,Low,Malegaon,20-03-2024,413115,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Baramati,15-02-2025,413102,en
Marathi complaint - needs translation,other_issue,Road,Neutral,Medium,Someshwar,10-06-2025,412306,en
No water supply in the village since several days.,no_water_supply,Water,Negative,High,Malegaon,05-11-2024,413115,en
Medicines are not available at the PHC.,medicines_not_available,Sanitation,Neutral,High,Katphal,07-09-2025,413111,en
Road conditions are very poor and dangerous.,other_issue,Health,Neutral,High,Baramati,29-07-2025,413102,en
Road conditions are very poor and dangerous.,other_issue,Road,Neutral,Low,Nimbut,24-04-2024,413110,en
Electricity supply is irregular in our area.,other_issue,Water,Neutral,High,Nimbut,11-07-2024,413110,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,Medium,Malegaon,27-01-2024,413115,en
School building is damaged and unsafe.,other_issue,Education,Neutral,Low,Nimbut,04-03-2025,413110,en
Electricity supply is irregular in our area.,other_issue,Health,Negative,Medium,Supa,08-09-2024,413109,en
Medicines are not available at the PHC.,medicines_not_available,Health,Positive,Medium,Someshwar,29-08-2024,412306,en
Medicines are not available at the PHC.,medicines_not_available,Sanitation,Positive,Medium,Baramati,15-09-2024,413102,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,Low,Morgaon,17-04-2025,413304,en
No water supply in the village since several days.,no_water_supply,Education,Neutral,Low,Katphal,10-07-2025,413111,en
Electricity supply is irregular in our area.,other_issue,Health,Negative,Medium,Morgaon,20-07-2025,413304,en
Electricity supply is irregular in our area.,other_issue,Electricity,Positive,High,Malegaon,30-10-2024,413115,en
Road conditions are very poor and dangerous.,other_issue,Road,Neutral,High,Supa,20-04-2024,413109,en
Marathi complaint - needs translation,other_issue,Health,Neutral,Medium,Nimbut,01-12-2024,413110,en
Marathi complaint - needs translation,other_issue,Health,Neutral,High,Someshwar,22-02-2025,412306,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,Medium,Katphal,23-03-2024,413111,en
Marathi complaint - needs translation,other_issue,Water,Neutral,High,Nimbut,02-01-2025,413110,en
Marathi complaint - needs translation,other_issue,Education,Neutral,Low,Someshwar,15-07-2025,412306,en
Sanitation facilities are not adequate in the village.,other_issue,Health,Neutral,Low,Someshwar,02-07-2025,412306,en
Marathi complaint - needs translation,other_issue,Health,Neutral,Low,Baramati,19-01-2024,413102,en
Medicines are not available at the PHC.,medicines_not_available,Water,Positive,High,Nimbut,21-09-2024,413110,en
Marathi complaint - needs translation,other_issue,Water,Neutral,High,Baramati,10-06-2024,413102,en
Medicines are not available at the PHC.,medicines_not_available,Road,Positive,High,Morgaon,09-08-2025,413304,en
School building is damaged and unsafe.,other_issue,Sanitation,Neutral,High,Someshwar,13-02-2024,412306,en
Medicines are not available at the PHC.,medicines_not_available,Education,Negative,Low,Malegaon,09-08-2025,413115,en
Electricity supply is irregular in our area.,other_issue,Road,Neutral,High,Someshwar,22-06-2024,412306,en
Medicines are not available at the PHC.,medicines_not_available,Electricity,Neutral,High,Pandare,13-03-2025,413103,en
Electricity supply is irregular in our area.,other_issue,Electricity,Positive,High,Supa,17-02-2024,413109,en
Marathi complaint - needs translation,other_issue,Road,Neutral,Medium,Someshwar,23-06-2024,412306,en
School building is damaged and unsafe.,other_issue,Water,Negative,High,Pandare,28-03-2024,413103,en
Marathi complaint - needs translation,other_issue,Road,Neutral,High,Baramati,15-10-2024,413102,en
Road conditions are very poor and dangerous.,other_issue,Education,Negative,Low,Supa,05-09-2025,413109,en
Marathi complaint - needs translation,other_issue,Health,Neutral,Low,Supa,08-07-2025,413109,en
Road conditions are very poor and dangerous.,other_issue,Electricity,Positive,High,Morgaon,14-06-2024,413304,en
Marathi complaint - needs translation,other_issue,Education,Neutral,Low,Someshwar,28-04-2025,412306,en
School building is damaged and unsafe.,other_issue,Health,Positive,Low,Malegaon,20-01-2025,413115,en
Medicines are not available at the PHC.,medicines_not_available,Electricity,Neutral,High,Katphal,15-11-2024,413111,en
No water supply in the village since several days.,no_water_supply,Education,Positive,Low,Katphal,04-12-2024,413111,en
Sanitation facilities are not adequate in the village.,other_issue,Health,Negative,Medium,Morgaon,09-06-2025,413304,en
Road conditions are very poor and dangerous.,other_issue,Electricity,Positive,High,Pandare,27-05-2025,413103,en
Electricity supply is irregular in our area.,other_issue,Water,Negative,High,Someshwar,18-12-2024,412306,en
School building is damaged and unsafe.,other_issue,Education,Negative,Low,Pandare,17-01-2025,413103,en
Marathi complaint - needs translation,other_issue,Road,Neutral,Medium,Katphal,27-11-2024,413111,en
Marathi complaint - needs translation,other_issue,Health,Neutral,Low,Nimbut,07-08-2024,413110,en
Electricity supply is irregular in our area.,other_issue,Electricity,Negative,High,Morgaon,15-11-2024,413304,en
Electricity supply is irregular in our area.,other_issue,Water,Positive,High,Morgaon,04-07-2025,413304,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Katphal,18-08-2024,413111,en
Medicines are not available at the PHC.,medicines_not_available,Health,Positive,Medium,Katphal,12-06-2025,413111,en
Road conditions are very poor and dangerous.,other_issue,Road,Neutral,Low,Pandare,18-02-2025,413103,en
Medicines are not available at the PHC.,medicines_not_available,Health,Negative,Medium,Katphal,10-08-2025,413111,en
Road conditions are very poor and dangerous.,other_issue,Health,Neutral,Low,Morgaon,22-02-2024,413304,en
Road conditions are very poor and dangerous.,other_issue,Sanitation,Negative,High,Someshwar,29-02-2024,412306,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,Low,Baramati,24-09-2024,413102,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Malegaon,21-09-2024,413115,en
No water supply in the village since several days.,no_water_supply,Education,Positive,Low,Someshwar,11-12-2024,412306,en
No water supply in the village since several days.,no_water_supply,Health,Positive,Medium,Pandare,19-07-2024,413103,en
No water supply in the village since several days.,no_water_supply,Electricity,Neutral,High,Morgaon,30-03-2024,413304,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,Low,Morgaon,15-04-2025,413304,en
Sanitation facilities are not adequate in the village.,other_issue,Sanitation,Positive,Medium,Supa,29-01-2024,413109,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,High,Nimbut,12-05-2025,413110,en
Sanitation facilities are not adequate in the village.,other_issue,Water,Positive,High,Malegaon,10-12-2024,413115,en
Road conditions are very poor and dangerous.,other_issue,Health,Negative,High,Someshwar,22-08-2024,412306,en
Road conditions are very poor and dangerous.,other_issue,Water,Negative,High,Morgaon,31-03-2025,413304,en
School building is damaged and unsafe.,other_issue,Health,Neutral,Medium,Morgaon,11-11-2024,413304,en
Marathi complaint - needs translation,other_issue,Water,Neutral,High,Nimbut,11-09-2025,413110,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,High,Baramati,07-02-2024,413102,en
Marathi complaint - needs translation,other_issue,Education,Neutral,Low,Nimbut,15-09-2024,413110,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Malegaon,20-09-2024,413115,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Katphal,28-06-2025,413111,en
No water supply in the village since several days.,no_water_supply,Electricity,Neutral,High,Someshwar,30-12-2024,412306,en
School building is damaged and unsafe.,other_issue,Electricity,Positive,High,Someshwar,16-08-2024,412306,en
Road conditions are very poor and dangerous.,other_issue,Health,Neutral,Low,Supa,04-11-2024,413109,en
Electricity supply is irregular in our area.,other_issue,Education,Positive,Low,Pandare,15-04-2024,413103,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,Medium,Supa,19-05-2025,413109,en
No water supply in the village since several days.,no_water_supply,Electricity,Positive,High,Pandare,18-06-2024,413103,en
Electricity supply is irregular in our area.,other_issue,Water,Neutral,High,Baramati,06-12-2024,413102,en
Marathi complaint - needs translation,other_issue,Water,Neutral,High,Someshwar,12-08-2025,412306,en
No water supply in the village since several days.,no_water_supply,Water,Positive,High,Nimbut,14-11-2024,413110,en
No water supply in the village since several days.,no_water_supply,Water,Neutral,High,Malegaon,20-12-2024,413115,en
Marathi complaint - needs translation,other_issue,Health,Neutral,Medium,Baramati,06-06-2024,413102,en
Marathi complaint - needs translation,other_issue,Water,Neutral,High,Morgaon,09-03-2024,413304,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,High,Pandare,17-07-2025,413103,en
Marathi complaint - needs translation,other_issue,Education,Neutral,Low,Nimbut,25-09-2024,413110,en
Sanitation facilities are not adequate in the village.,other_issue,Water,Negative,High,Supa,19-11-2024,413109,en
Marathi complaint - needs translation,other_issue,Road,Neutral,High,Someshwar,17-11-2024,412306,en
School building is damaged and unsafe.,other_issue,Education,Neutral,Low,Pandare,08-04-2025,413103,en
Electricity supply is irregular in our area.,other_issue,Health,Negative,Low,Supa,08-02-2024,413109,en
No water supply in the village since several days.,no_water_supply,Health,Negative,Low,Someshwar,20-11-2024,412306,en
Road conditions are very poor and dangerous.,other_issue,Road,Negative,Low,Baramati,25-05-2025,413102,en
School building is damaged and unsafe.,other_issue,Water,Negative,High,Nimbut,06-09-2024,413110,en
Sanitation facilities are not adequate in the village.,other_issue,Road,Positive,Low,Pandare,24-07-2025,413103,en
School building is damaged and unsafe.,other_issue,Electricity,Positive,High,Katphal,24-10-2024,413111,en
Sanitation facilities are not adequate in the village.,other_issue,Health,Negative,Low,Morgaon,18-05-2024,413304,en
Sanitation facilities are not adequate in the village.,other_issue,Education,Negative,Low,Pandare,26-05-2024,413103,en
Medicines are not available at the PHC.,medicines_not_available,Electricity,Positive,High,Baramati,22-12-2024,413102,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,Low,Baramati,06-05-2024,413102,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Supa,03-05-2024,413109,en
Road conditions are very poor and dangerous.,other_issue,Electricity,Positive,High,Katphal,16-12-2024,413111,en
School building is damaged and unsafe.,other_issue,Electricity,Positive,High,Supa,17-02-2025,413109,en
Marathi complaint - needs translation,other_issue,Road,Neutral,High,Someshwar,22-06-2024,412306,en
Electricity supply is irregular in our area.,other_issue,Road,Positive,Medium,Pandare,28-03-2024,413103,en
Road conditions are very poor and dangerous.,other_issue,Road,Neutral,High,Supa,14-09-2025,413109,en
Marathi complaint - needs translation,other_issue,Sanitation,Neutral,High,Nimbut,24-01-2024,413110,en
School building is damaged and unsafe.,other_issue,Electricity,Negative,High,Supa,04-10-2024,413109,en
Marathi complaint - needs translation,other_issue,Road,Neutral,Low,Baramati,04-12-2024,413102,en
Sanitation facilities are not adequate in the village.,other_issue,Road,Negative,High,Katphal,03-05-2025,413111,en
Sanitation facilities are not adequate in the village.,other_issue,Electricity,Neutral,High,Katphal,04-02-2025,413111,en
No water supply in the village since several days.,no_water_supply,Electricity,Neutral,High,Supa,26-10-2024,413109,en
No water supply in the village since several days.,no_water_supply,Education,Negative,Low,Baramati,25-02-2024,413102,en
School building is damaged and unsafe.,other_issue,Water,Positive,High,Katphal,16-01-2024,413111,en
Medicines are not available at the PHC.,medicines_not_available,Education,Negative,Low,Supa,25-02-2024,413109,en
Marathi complaint - needs translation,other_issue,Road,Neutral,Low,Malegaon,05-03-2024,413115,en
Marathi complaint - needs translation,other_issue,Health,Neutral,High,Supa,22-07-2025,413109,en
Marathi complaint - needs translation,other_issue,Water,Neutral,High,Katphal,05-05-2024,413111,en
School building is damaged and unsafe.,other_issue,Education,Neutral,Low,Malegaon,17-01-2024,413115,en
Road conditions are very poor and dangerous.,other_issue,Education,Neutral,Low,Baramati,09-05-2024,413102,en
Marathi complaint - needs translation,other_issue,Electricity,Neutral,High,Malegaon,02-04-2025,413115,en
Medicines are not available at the PHC.,medicines_not_available,Road,Neutral,Low,Someshwar,23-10-2024,412306,en
Marathi complaint - needs translation,other_issue,Water,Neutral,High,Supa,10-06-2024,413109,en
No water supply in the village since several days.,no_water_supply,Education,Negative,Low,Pandare,23-08-2025,413103,en
Medicines are not available at the PHC.,medicines_not_available,Education,Neutral,Low,Katphal,13-06-2024,413111,en
